"distance:vector SingleCell_Standalone.ue[0].cellularNic.nrChannelModel[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",,"throughput:vector SingleCell_Standalone.ue[0].app[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",
48.829,845.957175879689881,,
48.832,845.957175879689881,,
48.84,846.016327397260054,,
48.845,846.016327397260054,,
48.846,846.016327397260054,,
48.847,846.016327397260054,,
48.86,846.070939895339959,,
48.862,846.121057944089895,,
48.866,846.1347307220198635,,
48.867,846.1347307220198635,,
48.872,846.1347307220198635,,
48.88,846.203144125880041,,
48.882,846.203144125880041,,
48.886,846.203144125880041,,
48.887,846.203144125880041,,
48.888,846.203144125880041,,
48.9,846.299037719429859,,
48.902,846.303625209629898,,
48.905,846.303625209629898,,
48.906,846.303625209629898,,
48.908,846.303625209629898,,
48.912,846.303625209629898,,
48.92,846.3676248782899135,,
48.922,846.3676248782899135,,
48.923,846.3676248782899135,,
48.924,846.3676248782899135,,
48.928,846.4179486673399385,,
48.934,846.4179486673399385,,
48.94,846.4728998594798635,,
48.942,846.4728998594798635,,
48.946,846.4958090886698265,,
48.947,846.4958090886698265,,
48.948,846.4958090886698265,,
48.953,846.4958090886698265,,
48.96,846.5737572137099935,,
48.966,846.5921106922498875,,
48.967,846.5921106922498875,,
48.968,846.5921106922498875,,
48.973,846.6334237656099015,,
48.98,846.665573142390028,,
48.983,846.679355996179989,,
48.984,846.679355996179989,,
49,846.7575103872800315,,
49.001,846.7575103872800315,,
49.006,846.7713114350899535,,
49.007,846.7713114350899535,,
49.02,846.844963103059851,,
49.021,846.844963103059851,,
49.027,846.844963103059851,,
49.04,846.937150569599905,,
49.045,846.9463748384298435,,
49.046,846.9463748384298435,,
49.047,846.9463748384298435,,
49.06,846.9971147001599515,,
49.066,847.047905218119919,,
49.068,847.047905218119919,,
49.069,847.0756245843099325,,
49.07,847.0756245843099325,,
49.078,847.0756245843099325,,
49.08,847.1172257992998285,,
49.082,847.1172257992998285,,
49.083,847.1172257992998285,,
49.084,847.1172257992998285,,
49.089,847.16810120665991,,
49.105,847.2236453108298485,,
49.106,847.2236453108298485,,
49.107,847.2236453108298485,,
49.108,847.2236453108298485,,
49.109,847.2236453108298485,,
49.115,847.288501854950025,,
49.12,847.307043191109866,,
49.121,847.307043191109866,,
49.122,847.307043191109866,,
49.126,847.307043191109866,,
49.127,847.307043191109866,,
49.132,847.3580568293000375,,
49.133,847.3580568293000375,,
49.14,847.399840790699951,,
49.142,847.399840790699951,,
49.143,847.399840790699951,,
49.148,847.4369680922600285,,
49.16,847.4927227902298885,,
49.165,847.4927227902298885,,
49.166,847.525266474430051,,
49.167,847.525266474430051,,
49.168,847.525266474430051,,
49.169,847.525266474430051,,
49.17,847.525266474430051,,
49.175,847.5671301243999065,,
49.18,847.5671301243999065,,
49.182,847.5671301243999065,,
49.185,847.6090182625898675,,
49.188,847.613674011629879,,
49.192,847.613674011629879,,
49.2,847.683546517279863,,
49.205,847.683546517279863,,
49.206,847.683546517279863,,
49.207,847.683546517279863,,
49.22,847.7721492992700385,,
49.226,847.7721492992700385,,
49.227,847.7721492992700385,,
49.228,847.7721492992700385,,
49.229,847.7721492992700385,,
49.24,847.83283509516991,,
49.242,847.8748924258700265,,
49.245,847.8748924258700265,,
49.246,847.8748924258700265,,
49.247,847.8748924258700265,,
49.248,847.8748924258700265,,
49.252,847.8748924258700265,,
49.26,847.93097381960001,,
49.266,847.982432961549873,,
49.267,847.982432961549873,,
49.27,847.982432961549873,,
49.28,848.04798921429983,,
49.282,848.04798921429983,,
49.285,848.04798921429983,,
49.287,848.04798921429983,,
49.288,848.04798921429983,,
49.289,848.04798921429983,,
49.29,848.04798921429983,,
49.291,848.10889661513988,,
49.3,848.151100053839853,,
49.302,848.151100053839853,,
49.304,848.1651732975099065,,
49.309,848.1651732975099065,,
49.31,848.1651732975099065,,
49.312,848.1651732975099065,,
49.315,848.221493422469844,,
49.32,848.221493422469844,,
49.325,848.221493422469844,,
49.326,848.273158359399984,,
49.327,848.2778569813699485,,
49.336,848.315456812989848,,
49.34,848.315456812989848,,
49.342,848.315456812989848,,
49.343,848.315456812989848,,
49.344,848.315456812989848,,
49.345,848.315456812989848,,
49.346,848.315456812989848,,
49.349,848.37189274254001,,
49.36,848.3907143663400325,,
49.362,848.3907143663400325,,
49.365,848.4519179515898455,,
49.366,848.4519179515898455,,
49.367,848.4519179515898455,,
49.371,848.4519179515898455,,
49.38,848.5273153598700415,,
49.384,848.5320488477500455,,
49.385,848.5320488477500455,,
49.386,848.5320488477500455,,
49.387,848.5320488477500455,,
49.39,848.5320488477500455,,
49.391,848.5320488477500455,,
49.392,848.5320488477500455,,
49.393,848.5320488477500455,,
49.4,848.621670585279841,,
49.403,848.631112734839914,,
49.404,848.631112734839914,,
49.405,848.631112734839914,,
49.411,848.631112734839914,,
49.42,848.687790930599928,,
49.422,848.7208791496500435,,
49.426,848.7208791496500435,,
49.427,848.7208791496500435,,
49.428,848.7208791496500435,,
49.429,848.7208791496500435,,
49.43,848.7208791496500435,,
49.434,848.7823509467498265,,
49.44,848.7823509467498265,,
49.445,848.815481085039889,,
49.446,848.815481085039889,,
49.447,848.815481085039889,,
49.451,848.815481085039889,,
49.46,848.872294493219894,,
49.462,848.872294493219894,,
49.466,848.92915691905,,
49.467,848.92915691905,,
49.468,848.92915691905,,
49.469,848.92915691905,,
49.47,848.9528623839798885,,
49.48,848.9955698786500265,,
49.486,849.014531790199951,,
49.487,849.014531790199951,,
49.488,849.014531790199951,,
49.492,849.0477594488600035,,
49.494,849.0477594488600035,,
49.498,849.0477594488600035,,
49.5,849.0952530955398705,,
49.502,849.1000041141098755,,
49.503,849.1000041141098755,,
49.504,849.1000041141098755,,
49.52,849.16180915092991,,
49.523,849.16180915092991,,
49.526,849.214118754979833,,
49.527,849.214118754979833,,
49.529,849.214118754979833,,
49.533,849.214118754979833,,
49.54,849.285528326129903,,
49.546,849.285528326129903,,
49.547,849.285528326129903,,
49.548,849.323641077109866,,
49.549,849.323641077109866,,
49.55,849.323641077109866,,
49.553,849.323641077109866,,
49.56,849.3713278547600075,,
49.564,849.3713278547600075,,
49.565,849.3713278547600075,,
49.566,849.3713278547600075,,
49.567,849.3713278547600075,,
49.58,849.466735129719834,,
49.582,849.485834760130044,,
49.585,849.485834760130044,,
49.586,849.485834760130044,,
49.587,849.485834760130044,,
49.6,849.5718425476400135,,
49.602,849.5718425476400135,,
49.605,849.595750861839858,,
49.606,849.595750861839858,,
49.607,849.595750861839858,,
49.608,849.595750861839858,,
49.611,849.595750861839858,,
49.612,849.595750861839858,,
49.613,849.595750861839858,,
49.62,849.6435900018400355,,
49.625,849.6866708876100315,,
49.626,849.6866708876100315,,
49.627,849.6866708876100315,,
49.628,849.705825749909988,,
49.629,849.705825749909988,,
49.633,849.705825749909988,,
49.635,849.705825749909988,,
49.64,849.758532368709891,,
49.642,849.7681122058600035,,
49.645,849.7681122058600035,,
49.646,849.7681122058600035,,
49.647,849.7681122058600035,,
49.648,849.7681122058600035,,
49.651,849.7681122058600035,,
49.66,849.849640218509873,,
49.662,849.849640218509873,,
49.663,849.849640218509873,,
49.669,849.9024398237399925,,
49.68,849.9504811761398715,,
49.682,849.9504811761398715,,
49.686,849.9504811761398715,,
49.687,849.9504811761398715,,
49.696,850.012956227209994,,
49.7,850.051433883989828,,
49.702,850.051433883989828,,
49.707,850.051433883989828,,
49.708,850.051433883989828,,
49.72,850.138080528589851,,
49.725,850.138080528589851,,
49.726,850.138080528589851,,
49.727,850.138080528589851,,
49.733,850.1862567047298825,,
49.74,850.2200181155699255,,
49.744,850.2200181155699255,,
49.747,850.268227997839856,,
49.748,850.268227997839856,,
49.76,850.3358005508398475,,
49.762,850.3358005508398475,,
49.763,850.3358005508398475,,
49.765,850.3358005508398475,,
49.766,850.3358005508398475,,
49.774,850.398595562819989,,
49.78,850.398595562819989,,
49.782,850.4469352245798715,,
49.785,850.4469352245798715,,
49.786,850.4469352245798715,,
49.787,850.4469352245798715,,
49.788,850.4469352245798715,,
49.792,850.4469352245798715,,
49.8,850.534022026540011,,
49.805,850.538864829389919,,
49.806,850.538864829389919,,
49.807,850.538864829389919,,
49.808,850.572758387409973,,
49.811,850.572758387409973,,
49.812,850.572758387409973,,
49.813,850.572758387409973,,
49.82,850.616359676709859,,
49.825,850.6405930833898285,,
49.826,850.6405930833898285,,
49.827,850.6405930833898285,,
49.84,850.727895247979856,,
49.842,850.7327585399898435,,
49.843,850.7327585399898435,,
49.848,850.7327585399898435,,
49.858,850.8007210472699155,,
49.859,850.8007210472699155,,
49.861,850.8007210472699155,,
49.863,850.839588972509998,,
49.867,850.839588972509998,,
49.87,850.839588972509998,,
49.871,850.839588972509998,,
49.872,850.8833382502000375,,
49.873,850.8833382502000375,,
49.88,850.888200775139919,,
49.882,850.9271117309099255,,
49.885,850.9271117309099255,,
49.886,850.9271117309099255,,
49.887,850.9271117309099255,,
49.9,851.0196018771098325,,
49.902,851.0196018771098325,,
49.905,851.0390872263299075,,
49.906,851.0390872263299075,,
49.907,851.0390872263299075,,
49.908,851.0390872263299075,,
49.91,851.0390872263299075,,
49.914,851.0390872263299075,,
49.916,851.0927024275599685,,
49.92,851.0927024275599685,,
49.926,851.12683042356002,,
49.927,851.12683042356002,,
49.928,851.12683042356002,,
49.93,851.12683042356002,,
49.934,851.1707382974100225,,
49.936,851.1707382974100225,,
49.94,851.200023646049883,,
49.942,851.200023646049883,,
49.943,851.200023646049883,,
49.96,851.3074951778298755,,
49.965,851.33194066697001,,
49.966,851.33194066697001,,
49.967,851.33194066697001,,
49.973,851.3612850987999505,,
49.98,851.3612850987999505,,
49.984,851.4151111140299675,,
49.985,851.4346931581299005,,
49.986,851.4346931581299005,,
49.991,851.4346931581299005,,
50,851.50816831753991,,
50.003,851.522871399899938,,
50.004,851.522871399899938,,
50.005,851.522871399899938,,
50.02,851.5964270564700175,,
50.022,851.6111655804900215,,
50.025,851.6111655804900215,,
50.026,851.6111655804900215,,
50.027,851.6111655804900215,,
50.031,851.660229538380006,,
50.04,851.704429988659964,,
50.045,851.704429988659964,,
50.046,851.704429988659964,,
50.047,851.704429988659964,,
50.051,851.704429988659964,,
50.06,851.78798556960987,,
50.065,851.78798556960987,,
50.066,851.8322557274300355,,
50.067,851.8322557274300355,,
50.072,851.8322557274300355,,
50.074,851.8322557274300355,,
50.075,851.8322557274300355,,
50.08,851.901168362619953,,
50.081,851.901168362619953,,
50.082,851.901168362619953,,
50.1,851.9997162099998575,,
50.101,851.9997162099998575,,
50.12,852.078640207219903,,
50.121,852.078640207219903,,
50.122,852.103325506449889,,
50.126,852.1280063879298705,,
50.14,852.1872850736899605,,
50.141,852.1872850736899605,,
50.16,852.296073897799941,,
50.161,852.296073897799941,,
50.18,852.3703306055099325,,
50.181,852.3703306055099325,,
50.2,852.4942403971599535,,
50.202,852.4942403971599535,,
50.203,852.4942403971599535,,
50.22,852.5885556129298925,,
50.221,852.5885556129298925,,
50.227,852.613368499999976,,
50.24,852.663055701509844,,
50.241,852.663055701509844,,
50.26,852.7326676676100265,,
50.261,852.7326676676100265,,
50.267,852.7326676676100265,,
50.28,852.882051474450006,,
50.282,852.882051474450006,,
50.3,852.9917357024999065,,
50.301,852.9917357024999065,,
50.32,853.066615936339983,,
50.321,853.066615936339983,,
50.34,853.1615794659198825,,
50.342,853.1965663736100375,,
50.36,853.2766354626098725,,
50.361,853.2766354626098725,,
50.362,853.2766354626098725,,
50.38,853.3668145226499725,,
50.381,853.3668145226499725,,
50.4,853.492196930459838,,
50.401,853.492196930459838,,
50.42,853.5775699253999825,,
50.421,853.5775699253999825,,
50.44,853.688190307269904,,
50.441,853.688190307269904,,
50.446,853.688190307269904,,
50.46,853.7787849345199875,,
50.463,853.7787849345199875,,
50.48,853.88966541105992,,
50.481,853.88966541105992,,
50.5,853.995618866749961,,
50.502,853.995618866749961,,
50.503,853.995618866749961,,
50.52,854.0713977001598755,,
50.521,854.0713977001598755,,
50.54,854.192754792539969,,
50.541,854.192754792539969,,
50.56,854.2990909924299075,,
50.561,854.2990909924299075,,
50.58,854.3396342706098455,,
50.581,854.3396342706098455,,
50.6,854.5019962785499925,,
50.602,854.5019962785499925,,
50.62,854.5832905819599975,,
50.621,854.5832905819599975,,
50.64,854.654485035249988,,
50.641,854.654485035249988,,
50.66,854.761385073439895,,
50.662,854.8123463928800415,,
50.668,854.8123463928800415,,
50.68,854.883715710009934,,
50.682,854.883715710009934,,
50.7,855.011323914749934,,
50.703,855.0215405235999215,,
50.71,855.0215405235999215,,
50.72,855.103331318709931,,
50.722,855.123771391899934,,
50.74,855.2158798523698765,,
50.741,855.2158798523698765,,
50.76,855.31320888986988,,
50.761,855.31320888986988,,
50.78,855.4157752393498385,,
50.781,855.4157752393498385,,
50.8,855.523596506179953,,
50.801,855.523596506179953,,
50.806,855.523596506179953,,
50.82,855.569845308939873,,
50.821,855.569845308939873,,
50.84,855.662414332980003,,
50.841,855.662414332980003,,
50.86,855.8117535439098415,,
50.863,855.8117535439098415,,
50.88,855.9252304591300315,,
50.882,855.9252304591300315,,
50.884,855.951015516189951,,
50.9,856.038808765870041,,
50.901,856.038808765870041,,
50.92,856.142203511509931,,
50.921,856.142203511509931,,
50.94,856.2457155892300285,,
50.941,856.2457155892300285,,
50.96,856.3493449564798515,,
50.961,856.3493449564798515,,
50.966,856.359714342489948,,
50.98,856.4219757331900355,,
50.982,856.4634726790500255,,
50.983,856.4634726790500255,,
51,856.556955389259881,,
51.001,856.556955389259881,,
51.02,856.634930142899973,,
51.021,856.634930142899973,,
51.04,856.7546304750298955,,
51.041,856.7546304750298955,,
51.06,856.864056659249853,,
51.061,856.864056659249853,,
51.08,856.952706051559969,,
51.081,856.952706051559969,,
51.1,857.078031054429854,,
51.102,857.078031054429854,,
51.12,857.130299512839881,,
51.122,857.187830529799836,,
51.14,857.2872802568299435,,
51.142,857.2925174775200475,,
51.162,857.3815968783699165,,
51.163,857.3815968783699165,,
51.164,857.413054176289959,,
51.168,857.413054176289959,,
51.184,857.5022521150099215,,
51.185,857.5022521150099215,,
51.186,857.5022521150099215,,
51.2,857.6020304223700315,,
51.202,857.6125401947399475,,
51.204,857.6125401947399475,,
51.206,857.6125401947399475,,
51.22,857.6966603927698975,,
51.222,857.6966603927698975,,
51.225,857.7334864656299915,,
51.228,857.7334864656299915,,
51.24,857.7334864656299915,,
51.245,857.8282477097800415,,
51.246,857.8282477097800415,,
51.26,857.89674514611988,,
51.262,857.89674514611988,,
51.263,857.89674514611988,,
51.28,858.023331384099945,,
51.282,858.033887814819988,,
51.284,858.033887814819988,,
51.285,858.033887814819988,,
51.287,858.033887814819988,,
51.3,858.1289481371600215,,
51.302,858.1289481371600215,,
51.32,858.2241140991200125,,
51.322,858.2241140991200125,,
51.324,858.2241140991200125,,
51.34,858.2664241056500005,,
51.342,858.3511225366198655,,
51.344,858.3511225366198655,,
51.345,858.3511225366198655,,
51.36,858.4252947894799455,,
51.362,858.4252947894799455,,
51.38,858.488916402159928,,
51.385,858.5791187324498405,,
51.386,858.5791187324498405,,
51.4,858.6587788262600015,,
51.402,858.6587788262600015,,
51.405,858.6587788262600015,,
51.408,858.6587788262600015,,
51.42,858.7597755244798885,,
51.422,858.7597755244798885,,
51.44,858.8608981384800215,,
51.442,858.8608981384800215,,
51.445,858.89282577178005,,
51.446,858.89282577178005,,
51.46,858.89282577178005,,
51.465,858.999396708130004,,
51.466,858.999396708130004,,
51.48,859.0740865191698925,,
51.482,859.0740865191698925,,
51.485,859.0740865191698925,,
51.5,859.1915171007199165,,
51.502,859.1915171007199165,,
51.505,859.2128870330800475,,
51.506,859.223573740449863,,
51.52,859.287739439319919,,
51.522,859.287739439319919,,
51.524,859.287739439319919,,
51.526,859.3251553464799565,,
51.54,859.405425324179985,,
51.542,859.4161329183000325,,
51.546,859.432196484400034,,
51.56,859.5018565525099325,,
51.562,859.5018565525099325,,
51.58,859.6144345921300075,,
51.582,859.630528335149844,,
51.6,859.7271575553800155,,
51.602,859.7378999295099185,,
51.606,859.7378999295099185,,
51.62,859.8185046647599825,,
51.624,859.8185046647599825,,
51.64,859.9368492614898935,,
51.641,859.9368492614898935,,
51.66,860.049932620160004,,
51.662,860.049932620160004,,
51.68,860.1308006714000355,,
51.682,860.168544533069959,,
51.684,860.168544533069959,,
51.7,860.2656947691698375,,
51.702,860.2656947691698375,,
51.72,860.3575337873398875,,
51.722,860.3575337873398875,,
51.74,860.4548661476499065,,
51.742,860.4548661476499065,,
51.748,860.4981550262898475,,
51.76,860.546877115319828,,
51.762,860.5956226011198825,,
51.78,860.6931837471299755,,
51.785,860.6931837471299755,,
51.8,860.8071233052698935,,
51.803,860.8071233052698935,,
51.804,860.8071233052698935,,
51.82,860.8777210984298985,,
51.822,860.8777210984298985,,
51.825,860.9320602731499975,,
51.827,860.9320602731499975,,
51.84,861.0245030691698925,,
51.842,861.0245030691698925,,
51.86,861.106139451459964,,
51.862,861.106139451459964,,
51.865,861.1497053788998505,,
51.88,861.1878406982400485,,
51.885,861.2641537011400005,,
51.886,861.2641537011400005,,
51.887,861.2641537011400005,,
51.9,861.351437711419973,,
51.901,861.3568954106299285,,
51.92,861.4551948749199225,,
51.926,861.4661264603598705,,
51.927,861.4661264603598705,,
51.932,861.4661264603598705,,
51.94,861.5590440919600005,,
51.942,861.5590440919600005,,
51.96,861.652038756559929,,
51.961,861.652038756559929,,
51.966,861.652038756559929,,
51.98,861.7834829519799735,,
51.981,861.7834829519799735,,
52.003,861.898632520059888,,
52.004,861.898632520059888,,
52.02,861.986450624679944,,
52.021,861.986450624679944,,
52.04,862.096326718349925,,
52.041,862.096326718349925,,
52.047,862.096326718349925,,
52.06,862.2063177297700325,,
52.062,862.2063177297700325,,
52.064,862.2393374355899565,,
52.08,862.3219319238798985,,
52.081,862.3219319238798985,,
52.1,862.448702248639844,,
52.101,862.448702248639844,,
52.106,862.4597329296700505,,
52.107,862.4597329296700505,,
52.12,862.5535400533399265,,
52.121,862.5645816359799455,,
52.126,862.5645816359799455,,
52.14,862.6419266186999235,,
52.141,862.6419266186999235,,
52.16,862.757995013219895,,
52.161,862.757995013219895,,
52.166,862.8133204811099375,,
52.18,862.8908242801398925,,
52.181,862.8908242801398925,,
52.2,863.0016413998198415,,
52.201,863.0016413998198415,,
52.22,863.112573075979978,,
52.221,863.112573075979978,,
52.227,863.112573075979978,,
52.24,863.2014008678800075,,
52.242,863.2014008678800075,,
52.244,863.2458422397198755,,
52.245,863.2458422397198755,,
52.247,863.2458422397198755,,
52.26,863.30699590422,,
52.261,863.30699590422,,
52.267,863.30699590422,,
52.28,863.4182255065700215,,
52.281,863.4182255065700215,,
52.3,863.5574444617000125,,
52.302,863.5574444617000125,,
52.303,863.5574444617000125,,
52.304,863.5574444617000125,,
52.305,863.5574444617000125,,
52.32,863.61318207032991,,
52.322,863.674548439609904,,
52.34,863.7526511099799755,,
52.341,863.7861502477198855,,
52.342,863.7861502477198855,,
52.36,863.875531546089858,,
52.361,863.8978882924900485,,
52.38,863.9873609546498265,,
52.382,863.9873609546498265,,
52.4,864.116105908020014,,
52.402,864.121713944540031,,
52.42,864.2281807161100435,,
52.421,864.2281807161100435,,
52.44,864.329152593159958,,
52.442,864.329152593159958,,
52.46,864.4470546436100425,,
52.462,864.4470546436100425,,
52.466,864.486385595139834,,
52.48,864.559472862489881,,
52.481,864.559472862489881,,
52.5,864.677620198449856,,
52.502,864.68324972943992,,
52.52,864.779007309119831,,
52.521,864.779007309119831,,
52.526,864.8184438773698705,,
52.542,864.9030234673000425,,
52.545,864.9030234673000425,,
52.546,864.936873228229839,,
52.56,865.004610251589835,,
52.561,865.004610251589835,,
52.58,865.1062756243500175,,
52.581,865.1062756243500175,,
52.587,865.16279995835998,,
52.6,865.241981778789975,,
52.601,865.241981778789975,,
52.605,865.2646153869200105,,
52.62,865.343891141569881,,
52.621,865.343891141569881,,
52.626,865.377851616480026,,
52.64,865.4345123398200005,,
52.641,865.4345123398200005,,
52.646,865.485531271499891,,
52.648,865.513885060330036,,
52.66,865.5706139301498725,,
52.661,865.5706139301498725,,
52.667,865.6216941821999135,,
52.68,865.6784769785099315,,
52.681,865.6784769785099315,,
52.687,865.735288149079903,,
52.7,865.8091850811599635,,
52.701,865.8091850811599635,,
52.72,865.9172816239799855,,
52.721,865.9172816239799855,,
52.74,866.0140728491598985,,
52.741,866.0140728491598985,,
52.76,866.1166544881498315,,
52.761,866.1166544881498315,,
52.766,866.1565842810100515,,
52.78,866.2535727905299125,,
52.781,866.2535727905299125,,
52.786,866.2535727905299125,,
52.801,866.3792245242998405,,
52.802,866.3792245242998405,,
52.806,866.396369467519886,,
52.82,866.4878747330099005,,
52.821,866.4878747330099005,,
52.84,866.5851319341300005,,
52.842,866.5851319341300005,,
52.86,866.6939602638399235,,
52.861,866.6939602638399235,,
52.88,866.8200840640399715,,
52.881,866.8200840640399715,,
52.886,866.8200840640399715,,
52.9,866.9520945137398905,,
52.901,866.9520945137398905,,
52.92,867.0095369769499005,,
52.921,867.0095369769499005,,
52.94,867.1763025027298655,,
52.941,867.1763025027298655,,
52.96,867.2568613362998315,,
52.961,867.2568613362998315,,
52.98,867.383623903089981,,
52.981,867.383623903089981,,
52.987,867.43548864909985,,
52.996,867.4585570797098605,,
53,867.5277894420298675,,
53.001,867.5277894420298675,,
53.02,867.6317141041099575,,
53.022,867.6317141041099575,,
53.024,867.6317141041099575,,
53.028,867.6894894858799005,,
53.04,867.7530977456999575,,
53.041,867.7530977456999575,,
53.06,867.8340512042898315,,
53.061,867.8340512042898315,,
53.067,867.880370953600048,,
53.08,867.984582113259873,,
53.081,867.984582113259873,,
53.082,867.984582113259873,,
53.086,868.007757606339961,,
53.1,868.106303689010016,,
53.101,868.106303689010016,,
53.12,868.193341261209976,,
53.121,868.193341261209976,,
53.127,868.24556599735001,,
53.14,868.3268771569598785,,
53.141,868.3268771569598785,,
53.16,868.4489648702099175,,
53.161,868.4489648702099175,,
53.18,868.542058819150041,,
53.181,868.542058819150041,,
53.187,868.542058819150041,,
53.2,868.68763162199002,,
53.201,868.68763162199002,,
53.218,868.751749227880051,,
53.22,868.751749227880051,,
53.221,868.751749227880051,,
53.24,868.920949363189945,,
53.241,868.920949363189945,,
53.26,869.031932576449886,,
53.261,869.031932576449886,,
53.28,869.125493714429919,,
53.281,869.125493714429919,,
53.284,869.125493714429919,,
53.3,869.271767595980006,,
53.302,869.283478918649959,,
53.304,869.283478918649959,,
53.32,869.377209848880053,,
53.321,869.377209848880053,,
53.326,869.418239683220004,,
53.34,869.5003475684500215,,
53.341,869.5003475684500215,,
53.36,869.6235946872300215,,
53.361,869.6235946872300215,,
53.38,869.6529591118899105,,
53.381,869.7469722855098535,,
53.382,869.7469722855098535,,
53.385,869.7469722855098535,,
53.386,869.7469722855098535,,
53.4,869.858705953939986,,
53.401,869.858705953939986,,
53.42,869.9469880629999325,,
53.421,869.9823185216398515,,
53.426,869.9823414449499485,,
53.44,870.0824761362198355,,
53.441,870.0824761362198355,,
53.46,870.1237409828099735,,
53.461,870.1237409828099735,,
53.48,870.3007453771299385,,
53.481,870.3007453771299385,,
53.486,870.3538957100299705,,
53.5,870.448441026969928,,
53.501,870.448441026969928,,
53.52,870.5312267918400235,,
53.522,870.5312267918400235,,
53.54,870.655531318839844,,
53.541,870.6910394787698785,,
53.554,870.720656733750045,,
53.56,870.7976942194400155,,
53.561,870.7976942194400155,,
53.562,870.7976942194400155,,
53.58,870.8925976464900005,,
53.581,870.8925976464900005,,
53.6,871.0409671345598755,,
53.601,871.0409671345598755,,
53.62,871.1598067795298415,,
53.621,871.1598067795298415,,
53.627,871.1598067795298415,,
53.64,871.213320956359891,,
53.641,871.28470826591001,,
53.66,871.368067585470041,,
53.661,871.368067585470041,,
53.681,871.516993740920039,,
53.682,871.516993740920039,,
53.684,871.540841812649885,,
53.7,871.636278584790031,,
53.701,871.636278584790031,,
53.72,871.743748137949976,,
53.721,871.743748137949976,,
53.74,871.8692037863499955,,
53.741,871.8692037863499955,,
53.742,871.8692037863499955,,
53.76,871.988840085399939,,
53.761,871.988840085399939,,
53.762,872.0008020408799855,,
53.764,872.0127523659598385,,
53.781,872.0965628851799885,,
53.782,872.0965628851799885,,
53.784,872.0965628851799885,,
53.8,872.2343696745499485,,
53.801,872.2343696745499485,,
53.82,872.336321184079904,,
53.821,872.336321184079904,,
53.827,872.390327957999941,,
53.84,872.474383129939948,,
53.841,872.474383129939948,,
53.86,872.5825575835099215,,
53.861,872.5825575835099215,,
53.88,872.7148400473399725,,
53.881,872.7148400473399725,,
53.887,872.7148400473399725,,
53.9,872.8352346897900105,,
53.901,872.841257328899926,,
53.92,872.9497246931998655,,
53.922,872.9497246931998655,,
53.924,872.9497246931998655,,
53.925,872.9497246931998655,,
53.941,873.04619397468991,,
53.942,873.04619397468991,,
53.944,873.094458064429998,,
53.96,873.191043840729886,,
53.961,873.191043840729886,,
53.98,873.305831378399941,,
53.981,873.305831378399941,,
54,873.43886790570991,,
54.001,873.43886790570991,,
54.004,873.43886790570991,,
54.02,873.481225751789904,,
54.022,873.5659820443499905,,
54.025,873.5659820443499905,,
54.026,873.596265265639883,,
54.028,873.596265265639883,,
54.04,873.662912648029985,,
54.041,873.662912648029985,,
54.045,873.6871636198500225,,
54.047,873.6871636198500225,,
54.06,873.796307605559829,,
54.061,873.796307605559829,,
54.062,873.796307605559829,,
54.08,873.850916762600033,,
54.081,873.850916762600033,,
54.1,874.0452635869698925,,
54.102,874.0452635869698925,,
54.12,874.166873713629908,,
54.121,874.166873713629908,,
54.14,874.2885940630999325,,
54.141,874.2885940630999325,,
54.16,874.4043304470499125,,
54.161,874.4043304470499125,,
54.18,874.5079683066799105,,
54.181,874.5079683066799105,,
54.2,874.654415987959961,,
54.201,874.654415987959961,,
54.207,874.6605290507800385,,
54.22,874.727699254420028,,
54.221,874.727699254420028,,
54.226,874.8071341513898435,,
54.241,874.8927313906899565,,
54.242,874.8927313906899565,,
54.246,874.8927313906899565,,
54.247,874.8927313906899565,,
54.26,875.0028641449198375,,
54.262,875.0273578387500465,,
54.265,875.0273578387500465,,
54.266,875.0579639084498905,,
54.281,875.1253382822098915,,
54.282,875.1253382822098915,,
54.284,875.1253382822098915,,
54.285,875.1253382822098915,,
54.3,875.266319352959951,,
54.302,875.266319352959951,,
54.306,875.2969866306300415,,
54.307,875.2969866306300415,,
54.32,875.3890296344300135,,
54.321,875.3890296344300135,,
54.326,875.3890296344300135,,
54.34,875.474992142480003,,
54.341,875.474992142480003,,
54.36,875.61633298020001,,
54.361,875.61633298020001,,
54.366,875.61633298020001,,
54.38,875.757818864879934,,
54.381,875.757818864879934,,
54.4,875.880967916359848,,
54.401,875.880967916359848,,
54.42,875.973425919509961,,
54.421,875.973425919509961,,
54.44,876.1090824993000255,,
54.445,876.1090824993000255,,
54.446,876.164626503250016,,
54.448,876.164626503250016,,
54.46,876.2448958657998875,,
54.462,876.2448958657998875,,
54.48,876.349933260099985,,
54.484,876.349933260099985,,
54.485,876.349933260099985,,
54.486,876.349933260099985,,
54.49,876.349933260099985,,
54.5,876.4983559029199075,,
54.502,876.4983559029199075,,
54.505,876.516919806149869,,
54.506,876.5354861695000155,,
54.52,876.5540549928100485,,
54.522,876.6345483162599485,,
54.526,876.6345483162599485,,
54.54,876.715112248219836,,
54.544,876.752275464760029,,
54.55,876.752275464760029,,
54.56,876.839109332230006,,
54.562,876.839109332230006,,
54.564,876.839109332230006,,
54.568,876.9073298207199485,,
54.57,876.9073298207199485,,
54.58,876.9942347898399905,,
54.585,877.000446649539978,,
54.587,877.000446649539978,,
